Category1,Source1,Category2,Source2,Similarity,PapersInC1,PapersInC2,PapersInBoth,Agreement
career counseling,OpenAIRE,career counseling,OpenAlex,1.0,16,9,7,0.3888888888888889
topological skeleton,OpenAIRE,topological skeleton,OpenAlex,1.0,17,16,7,0.2692307692307692
medial axis,OpenAIRE,medial axis,OpenAlex,1.0,16,19,8,0.2962962962962963
stenosis,OpenAIRE,stenosis,OpenAlex,1.0,9,14,5,0.2777777777777778
service product management,OpenAIRE,service product management,OpenAlex,1.0,17,6,4,0.2105263157894736
terminal sliding mode,OpenAIRE,terminal sliding mode,OpenAlex,1.0,22,23,21,0.875
population growth,OpenAIRE,population growth,OpenAlex,1.0,46,28,10,0.15625
recession,OpenAIRE,recession,OpenAlex,1.0,17,16,11,0.5
informed consent,OpenAIRE,informed consent,OpenAlex,1.0,29,11,6,0.1764705882352941
tuned mass damper,OpenAIRE,tuned mass damper,OpenAlex,1.0,32,33,27,0.7105263157894737
slope stability,OpenAIRE,slope stability,OpenAlex,1.0,15,8,6,0.3529411764705882
romance languages,OpenAIRE,romance languages,OpenAlex,1.0,7,6,3,0.3
spec#,OpenAIRE,spec#,OpenAlex,1.0,8,8,7,0.7777777777777778
langevin equation,OpenAIRE,langevin equation,OpenAlex,1.0,13,12,5,0.25
matched filter,OpenAIRE,matched filter,OpenAlex,1.0,91,38,24,0.2285714285714285
governmentality,OpenAIRE,governmentality,OpenAlex,1.0,21,11,10,0.4545454545454545
hierarchical dirichlet process,OpenAIRE,hierarchical dirichlet process,OpenAlex,1.0,14,31,11,0.3235294117647059
syllabic verse,OpenAIRE,syllabic verse,OpenAlex,1.0,16,19,14,0.6666666666666666
space vector modulation,OpenAIRE,space vector modulation,OpenAlex,1.0,11,8,5,0.3571428571428571
phase modulation,OpenAIRE,phase modulation,OpenAlex,1.0,20,12,4,0.1428571428571428
phase noise,OpenAIRE,phase noise,OpenAlex,1.0,81,122,54,0.3624161073825503
exponential distribution,OpenAIRE,exponential distribution,OpenAlex,1.0,20,17,4,0.1212121212121212
rdf query language,OpenAIRE,rdf query language,OpenAlex,1.0,15,13,8,0.4
normative ethics,OpenAIRE,normative ethics,OpenAlex,1.0,8,9,6,0.5454545454545454
virtue,OpenAIRE,virtue,OpenAlex,1.0,21,22,10,0.303030303030303
alienation,OpenAIRE,alienation,OpenAlex,1.0,9,9,6,0.5
cache language model,OpenAIRE,cache language model,OpenAlex,1.0,18,7,3,0.1363636363636363
polytomous rasch model,OpenAIRE,rasch model,OpenAlex,1.0000000187965368,14,32,10,0.2777777777777778
rasch model,OpenAIRE,rasch model,OpenAlex,1.0,29,32,19,0.4523809523809524
polytomous rasch model,OpenAIRE,polytomous rasch model,OpenAlex,1.0,14,17,11,0.55
rasch model,OpenAIRE,polytomous rasch model,OpenAlex,1.0000000187965368,29,17,11,0.3142857142857143
local independence,OpenAIRE,local independence,OpenAlex,1.0,16,14,9,0.4285714285714285
green marketing,OpenAIRE,green marketing,OpenAlex,1.0,9,14,6,0.3529411764705882
language education,OpenAIRE,language education,OpenAlex,1.0,76,61,24,0.2123893805309734
haptic perception,OpenAIRE,haptic perception,OpenAlex,1.0,16,23,7,0.21875
tobit model,OpenAIRE,tobit model,OpenAlex,1.0,8,9,6,0.5454545454545454
parental investment,OpenAIRE,parental investment,OpenAlex,1.0,31,12,10,0.303030303030303
evolutionary psychology,OpenAIRE,evolutionary psychology,OpenAlex,1.0,72,62,33,0.3267326732673267
stakeholder management,OpenAIRE,stakeholder management,OpenAlex,1.0,7,13,6,0.4285714285714285
optic nerve,OpenAIRE,optic nerve,OpenAlex,1.0,35,21,17,0.4358974358974359
blocking (statistics),OpenAIRE,blocking (statistics),OpenAlex,1.0,23,52,17,0.293103448275862
timbre,OpenAIRE,timbre,OpenAlex,1.0,9,11,7,0.5384615384615384
music information retrieval,OpenAIRE,music information retrieval,OpenAlex,1.0,22,20,14,0.5
units of measurement,OpenAIRE,units of measurement,OpenAlex,1.0,37,42,17,0.2741935483870967
phasor measurement unit,OpenAIRE,phasor measurement unit,OpenAlex,1.0,18,32,13,0.3513513513513513
interest rate,OpenAIRE,interest rate,OpenAlex,1.0,30,27,10,0.2127659574468085
lexical density,OpenAIRE,lexical density,OpenAlex,1.0,15,14,5,0.2083333333333333
steric effects,OpenAIRE,steric effects,OpenAlex,1.0,9,11,5,0.3333333333333333
nuclear power plant,OpenAIRE,nuclear power plant,OpenAlex,1.0,14,10,8,0.5
rescue robot,OpenAIRE,rescue robot,OpenAlex,1.0,8,8,6,0.6
timoshenko beam theory,OpenAIRE,timoshenko beam theory,OpenAlex,1.0,10,11,6,0.4
modular neural network,OpenAIRE,modular neural network,OpenAlex,1.0,7,7,4,0.4
division (mathematics),OpenAIRE,division (mathematics),OpenAlex,1.0,25,42,12,0.2181818181818181
social worlds,OpenAIRE,social worlds,OpenAlex,1.0,6,9,2,0.1538461538461538
services marketing,OpenAIRE,services marketing,OpenAlex,1.0,13,14,3,0.125
social cognitive theory of morality,OpenAIRE,social cognitive theory of morality,OpenAlex,1.0,25,21,15,0.4838709677419355
moral psychology,OpenAIRE,moral psychology,OpenAlex,1.0,15,13,8,0.4
family business,OpenAIRE,family business,OpenAlex,1.0,17,28,12,0.3636363636363636
fractal transform,OpenAIRE,fractal transform,OpenAlex,1.0,10,8,3,0.2
fractal compression,OpenAIRE,fractal compression,OpenAlex,1.0,9,10,6,0.4615384615384615
view synthesis,OpenAIRE,view synthesis,OpenAlex,1.0,28,25,11,0.2619047619047619
dependency graph,OpenAIRE,dependency graph,OpenAlex,1.0,12,17,5,0.2083333333333333
bioethics,OpenAIRE,bioethics,OpenAlex,1.0,30,9,6,0.1818181818181818
martingale (probability theory),OpenAIRE,martingale (probability theory),OpenAlex,1.0,19,16,10,0.4
mathematical finance,OpenAIRE,mathematical finance,OpenAlex,1.0,11,12,5,0.2777777777777778
arbitrage,OpenAIRE,arbitrage,OpenAlex,1.0,9,12,5,0.3125
symbolic regression,OpenAIRE,symbolic regression,OpenAlex,1.0,9,8,7,0.7
knowledge integration,OpenAIRE,knowledge integration,OpenAlex,1.0,28,12,5,0.1428571428571428
transposase,OpenAIRE,transposase,OpenAlex,1.0,7,9,5,0.4545454545454545
software fault tolerance,OpenAIRE,software fault tolerance,OpenAlex,1.0,15,10,3,0.1363636363636363
parallel tempering,OpenAIRE,parallel tempering,OpenAlex,1.0,18,15,11,0.5
agent architecture,OpenAIRE,agent architecture,OpenAlex,1.0,25,6,4,0.1481481481481481
facilitator,OpenAIRE,facilitator,OpenAlex,1.0,15,21,12,0.5
delegation,OpenAIRE,delegation,OpenAlex,1.0,22,22,17,0.6296296296296297
cochlear implant,OpenAIRE,cochlear implant,OpenAlex,1.0,34,34,32,0.8888888888888888
implant,OpenAIRE,cochlear implant,OpenAlex,1.0000000151515305,23,34,8,0.1632653061224489
laser power scaling,OpenAIRE,laser power scaling,OpenAlex,1.0,11,9,4,0.25
neighbourhood (mathematics),OpenAIRE,neighbourhood (mathematics),OpenAlex,1.0,24,42,16,0.32
quantum state,OpenAIRE,quantum state,OpenAlex,1.0,44,39,18,0.2769230769230769
electrochemical noise,OpenAIRE,electrochemical noise,OpenAlex,1.0,7,10,7,0.7
environmental remediation,OpenAIRE,environmental remediation,OpenAlex,1.0,7,8,4,0.3636363636363636
cavitation,OpenAIRE,cavitation,OpenAlex,1.0,15,16,13,0.7222222222222222
nonlinear oscillations,OpenAIRE,nonlinear oscillations,OpenAlex,1.0,15,6,4,0.2352941176470588
rewriting,OpenAIRE,rewriting,OpenAlex,1.0,25,34,20,0.5128205128205128
chemical shift,OpenAIRE,chemical shift,OpenAlex,1.0,8,6,4,0.4
self-reconfiguring modular robot,OpenAIRE,self-reconfiguring modular robot,OpenAlex,1.0,7,9,3,0.2307692307692307
reconfigurability,OpenAIRE,reconfigurability,OpenAlex,1.0,13,13,9,0.5294117647058824
precuneus,OpenAIRE,precuneus,OpenAlex,1.0,23,25,20,0.7142857142857143
temporoparietal junction,OpenAIRE,temporoparietal junction,OpenAlex,1.0,7,16,5,0.2777777777777778
threshold model,OpenAIRE,threshold model,OpenAlex,1.0,17,11,5,0.217391304347826
thesaurus,OpenAIRE,thesaurus,OpenAlex,1.0,10,24,4,0.1333333333333333
marginal cost,OpenAIRE,marginal cost,OpenAlex,1.0,11,12,4,0.2105263157894736
bargaining power,OpenAIRE,bargaining power,OpenAlex,1.0,7,9,5,0.4545454545454545
vertical integration,OpenAIRE,vertical integration,OpenAlex,1.0,12,11,7,0.4375
sampling design,OpenAIRE,sampling design,OpenAlex,1.0,24,25,10,0.2564102564102564
conceptual blending,OpenAIRE,conceptual blending,OpenAlex,1.0,9,6,3,0.25
trailing edge,OpenAIRE,trailing edge,OpenAlex,1.0,10,13,9,0.6428571428571429
lying,OpenAIRE,lying,OpenAlex,1.0,23,13,11,0.44
pheromone,OpenAIRE,pheromone,OpenAlex,1.0,20,13,4,0.1379310344827586
postsynaptic potential,OpenAIRE,postsynaptic potential,OpenAlex,1.0,28,37,22,0.5116279069767442
fixation point,OpenAIRE,fixation point,OpenAlex,1.0,10,38,10,0.2631578947368421
innovation process,OpenAIRE,innovation process,OpenAlex,1.0,16,23,4,0.1142857142857142
gender diversity,OpenAIRE,gender diversity,OpenAlex,1.0,11,10,8,0.6153846153846154
icub,OpenAIRE,icub,OpenAlex,1.0,8,7,7,0.875
hand geometry,OpenAIRE,hand geometry,OpenAlex,1.0,8,6,2,0.1666666666666666
pitch detection algorithm,OpenAIRE,pitch detection algorithm,OpenAlex,1.0,14,12,8,0.4444444444444444
fitness proportionate selection,OpenAIRE,fitness proportionate selection,OpenAlex,1.0,8,10,4,0.2857142857142857
endoscope,OpenAIRE,endoscope,OpenAlex,1.0,13,13,9,0.5294117647058824
lisp,OpenAIRE,lisp,OpenAlex,1.0,10,19,6,0.2608695652173913
hybrid genome assembly,OpenAIRE,hybrid genome assembly,OpenAlex,1.0,7,9,5,0.4545454545454545
deep sequencing,OpenAIRE,deep sequencing,OpenAlex,1.0,14,17,4,0.1481481481481481
heredity,OpenAIRE,heredity,OpenAlex,1.0,24,13,4,0.1212121212121212
remote sensing application,OpenAIRE,remote sensing application,OpenAlex,1.0,29,18,5,0.119047619047619
adhesive,OpenAIRE,adhesive,OpenAlex,1.0,14,8,6,0.375
adhesion,OpenAIRE,adhesive,OpenAlex,1.0000000526626776,24,8,5,0.1851851851851851
shape context,OpenAIRE,shape context,OpenAlex,1.0,16,21,7,0.2333333333333333
emic and etic,OpenAIRE,emic and etic,OpenAlex,1.0,7,10,6,0.5454545454545454
sociology of education,OpenAIRE,sociology of education,OpenAlex,1.0,23,23,8,0.2105263157894736
nature of science,OpenAIRE,nature of science,OpenAlex,1.0,18,19,10,0.3703703703703703
head-driven phrase structure grammar,OpenAIRE,head-driven phrase structure grammar,OpenAlex,1.0,11,8,2,0.1176470588235294
visual angle,OpenAIRE,visual angle,OpenAlex,1.0,26,30,8,0.1666666666666666
otsu's method,OpenAIRE,otsu's method,OpenAlex,1.0,13,15,9,0.4736842105263157
cmos sensor,OpenAIRE,cmos sensor,OpenAlex,1.0,10,8,6,0.5
empirical orthogonal functions,OpenAIRE,empirical orthogonal functions,OpenAlex,1.0,6,10,5,0.4545454545454545
software architecture,OpenAIRE,software architecture,OpenAlex,1.0,31,24,9,0.1956521739130435
reference architecture,OpenAIRE,reference architecture,OpenAlex,1.0,13,11,6,0.3333333333333333
stochastic approximation,OpenAIRE,stochastic approximation,OpenAlex,1.0,44,20,8,0.1428571428571428
conviction,OpenAIRE,conviction,OpenAlex,1.0,11,15,7,0.3684210526315789
body schema,OpenAIRE,body schema,OpenAlex,1.0,19,16,11,0.4583333333333333
home range,OpenAIRE,home range,OpenAlex,1.0,11,11,7,0.4666666666666667
computational phylogenetics,OpenAIRE,computational phylogenetics,OpenAlex,1.0,18,12,5,0.2
place branding,OpenAIRE,place branding,OpenAlex,1.0,10,6,5,0.4545454545454545
tangent,OpenAIRE,tangent,OpenAlex,1.0,24,41,16,0.3265306122448979
nakagami distribution,OpenAIRE,nakagami distribution,OpenAlex,1.0,7,10,7,0.7
learning rule,OpenAIRE,learning rule,OpenAlex,1.0,58,40,23,0.3066666666666666
opacity,OpenAIRE,opacity,OpenAlex,1.0,25,30,20,0.5714285714285714
magnesium alloy,OpenAIRE,magnesium alloy,OpenAlex,1.0,15,18,13,0.65
information repository,OpenAIRE,information repository,OpenAlex,1.0,15,6,3,0.1666666666666666
division algebra,OpenAIRE,division algebra,OpenAlex,1.0,6,13,2,0.1176470588235294
algebra representation,OpenAIRE,algebra representation,OpenAlex,1.0,10,16,3,0.1304347826086956
sted microscopy,OpenAIRE,sted microscopy,OpenAlex,1.0,11,16,9,0.5
super-resolution microscopy,OpenAIRE,super-resolution microscopy,OpenAlex,1.0,26,31,14,0.3255813953488372
stimulated emission,OpenAIRE,stimulated emission,OpenAlex,1.0,8,10,4,0.2857142857142857
van der pol oscillator,OpenAIRE,van der pol oscillator,OpenAlex,1.0,6,8,2,0.1666666666666666
coating,OpenAIRE,coating,OpenAlex,1.0,23,34,16,0.3902439024390244
indentation,OpenAIRE,indentation,OpenAlex,1.0,10,10,9,0.8181818181818182
nitride,OpenAIRE,nitride,OpenAlex,1.0,7,8,3,0.25
grain size,OpenAIRE,grain size,OpenAlex,1.0,34,57,26,0.4
customer delight,OpenAIRE,customer delight,OpenAlex,1.0,22,10,9,0.391304347826087
loyalty business model,OpenAIRE,loyalty business model,OpenAlex,1.0,33,21,13,0.3170731707317073
topographic wetness index,OpenAIRE,topographic wetness index,OpenAlex,1.0,12,16,9,0.4736842105263157
fractional factorial design,OpenAIRE,fractional factorial design,OpenAlex,1.0,6,6,4,0.5
proton therapy,OpenAIRE,proton therapy,OpenAlex,1.0,7,9,7,0.7777777777777778
strategic alignment,OpenAIRE,strategic alignment,OpenAlex,1.0,20,14,9,0.36
magnetism,OpenAIRE,magnetism,OpenAlex,1.0,11,10,4,0.2352941176470588
labor relations,OpenAIRE,labor relations,OpenAlex,1.0,13,8,3,0.1666666666666666
youth studies,OpenAIRE,youth studies,OpenAlex,1.0,8,7,5,0.5
civic engagement,OpenAIRE,civic engagement,OpenAlex,1.0,9,7,6,0.6
workgroup,OpenAIRE,workgroup,OpenAlex,1.0,13,12,10,0.6666666666666666
utility theory,OpenAIRE,utility theory,OpenAlex,1.0,15,8,3,0.15
muscle fatigue,OpenAIRE,muscle fatigue,OpenAlex,1.0,15,7,5,0.2941176470588235
video denoising,OpenAIRE,video denoising,OpenAlex,1.0,23,31,13,0.3170731707317073
wireless ad hoc network,OpenAIRE,wireless ad hoc network,OpenAlex,1.0,58,72,41,0.4606741573033708
vehicular ad hoc network,OpenAIRE,vehicular ad hoc network,OpenAlex,1.0,39,43,27,0.4909090909090909
fusiform gyrus,OpenAIRE,fusiform gyrus,OpenAlex,1.0,35,41,30,0.6521739130434783
region of interest,OpenAIRE,region of interest,OpenAlex,1.0,89,41,17,0.1504424778761062
depth of field,OpenAIRE,depth of field,OpenAlex,1.0,28,28,11,0.2444444444444444
functional diversity,OpenAIRE,functional diversity,OpenAlex,1.0,9,10,4,0.2666666666666666
microbial population biology,OpenAIRE,microbial population biology,OpenAlex,1.0,11,9,3,0.1764705882352941
s ribosomal rna,OpenAIRE,s ribosomal rna,OpenAlex,1.0,14,25,11,0.3928571428571428
restriction fragment length polymorphism,OpenAIRE,restriction fragment length polymorphism,OpenAlex,1.0,10,10,6,0.4285714285714285
polymerase chain reaction,OpenAIRE,polymerase chain reaction,OpenAlex,1.0,45,23,7,0.1147540983606557
irradiance,OpenAIRE,irradiance,OpenAlex,1.0,18,33,16,0.4571428571428571
waves and shallow water,OpenAIRE,waves and shallow water,OpenAlex,1.0,8,6,5,0.5555555555555556
proximal gradient methods,OpenAIRE,proximal gradient methods,OpenAlex,1.0,12,12,6,0.3333333333333333
public engagement,OpenAIRE,public engagement,OpenAlex,1.0,14,11,5,0.25
publics,OpenAIRE,publics,OpenAlex,1.0,8,12,7,0.5384615384615384
impression management,OpenAIRE,impression management,OpenAlex,1.0,22,16,13,0.52
ancestor,OpenAIRE,ancestor,OpenAlex,1.0,10,12,6,0.375
human evolution,OpenAIRE,human evolution,OpenAlex,1.0,30,40,13,0.2280701754385964
school teachers,OpenAIRE,school teachers,OpenAlex,1.0,9,7,2,0.1428571428571428
coefficient of determination,OpenAIRE,coefficient of determination,OpenAlex,1.0,31,23,12,0.2857142857142857
total least squares,OpenAIRE,total least squares,OpenAlex,1.0,33,14,6,0.1463414634146341
livestock,OpenAIRE,livestock,OpenAlex,1.0,31,28,19,0.475
chinese characters,OpenAIRE,chinese characters,OpenAlex,1.0,18,19,14,0.6086956521739131
gender gap,OpenAIRE,gender gap,OpenAlex,1.0,10,17,7,0.35
random number generation,OpenAIRE,random number generation,OpenAlex,1.0,18,17,7,0.25
inferior frontal gyrus,OpenAIRE,inferior frontal gyrus,OpenAlex,1.0,28,41,14,0.2545454545454545
sense of community,OpenAIRE,sense of community,OpenAlex,1.0,13,14,9,0.5
immunotherapy,OpenAIRE,immunotherapy,OpenAlex,1.0,11,8,6,0.4615384615384615
chemotherapy,OpenAIRE,chemotherapy,OpenAlex,1.0,12,11,3,0.15
germplasm,OpenAIRE,germplasm,OpenAlex,1.0,18,19,17,0.85
serendipity,OpenAIRE,serendipity,OpenAlex,1.0,10,12,10,0.8333333333333334
backdoor,OpenAIRE,backdoor,OpenAlex,1.0,7,11,6,0.5
theory of the firm,OpenAIRE,theory of the firm,OpenAlex,1.0,18,20,8,0.2666666666666666
global strategy,OpenAIRE,global strategy,OpenAlex,1.0,11,7,2,0.125
candidate gene,OpenAIRE,candidate gene,OpenAlex,1.0,33,24,12,0.2666666666666666
image matching,OpenAIRE,image matching,OpenAlex,1.0,21,15,5,0.1612903225806451
design science research,OpenAIRE,design science research,OpenAlex,1.0,13,9,7,0.4666666666666667
design science,OpenAIRE,design science,OpenAlex,1.0,9,8,2,0.1333333333333333
texel,OpenAIRE,texel,OpenAlex,1.0,8,7,3,0.25
articulated body pose estimation,OpenAIRE,articulated body pose estimation,OpenAlex,1.0,23,13,8,0.2857142857142857
ecological network,OpenAIRE,ecological network,OpenAlex,1.0,17,15,8,0.3333333333333333
status quo,OpenAIRE,status quo,OpenAlex,1.0,26,33,18,0.4390243902439024
multiple sclerosis,OpenAIRE,multiple sclerosis,OpenAlex,1.0,38,26,23,0.5609756097560976
reactivity (psychology),OpenAIRE,reactivity (psychology),OpenAlex,1.0,11,26,6,0.1935483870967742
chemical reaction,OpenAIRE,chemical reaction,OpenAlex,1.0,34,16,12,0.3157894736842105
reagent,OpenAIRE,reagent,OpenAlex,1.0,18,20,9,0.3103448275862069
frame problem,OpenAIRE,frame problem,OpenAlex,1.0,13,14,9,0.5
object relations theory,OpenAIRE,object relations theory,OpenAlex,1.0,10,14,6,0.3333333333333333
ringing,OpenAIRE,ringing,OpenAlex,1.0,8,14,6,0.375
rietveld refinement,OpenAIRE,rietveld refinement,OpenAlex,1.0,6,9,5,0.5
powder diffraction,OpenAIRE,powder diffraction,OpenAlex,1.0,10,9,7,0.5833333333333334
logistic function,OpenAIRE,logistic function,OpenAlex,1.0,13,18,6,0.24
default logic,OpenAIRE,default logic,OpenAlex,1.0,23,18,12,0.4137931034482758
debiasing,OpenAIRE,debiasing,OpenAlex,1.0,9,19,8,0.4
psychoacoustics,OpenAIRE,psychoacoustics,OpenAlex,1.0,52,19,11,0.1833333333333333
sleep deprivation,OpenAIRE,sleep deprivation,OpenAlex,1.0,13,10,6,0.3529411764705882
decomposition method (queueing theory),OpenAIRE,decomposition method (queueing theory),OpenAlex,1.0,12,20,3,0.1034482758620689
synchronicity,OpenAIRE,synchronicity,OpenAlex,1.0,8,9,5,0.4166666666666667
road surface,OpenAIRE,road surface,OpenAlex,1.0,8,14,5,0.2941176470588235
wordvec,OpenAIRE,wordvec,OpenAlex,1.0,21,17,10,0.3571428571428571
deterrence theory,OpenAIRE,deterrence theory,OpenAlex,1.0,14,12,6,0.3
rodent,OpenAIRE,rodent,OpenAlex,1.0,7,7,5,0.5555555555555556
computer-aided diagnosis,OpenAIRE,computer-aided diagnosis,OpenAlex,1.0,71,39,16,0.1702127659574468
microcomputer,OpenAIRE,microcomputer,OpenAlex,1.0,19,16,9,0.3461538461538461
moral responsibility,OpenAIRE,moral responsibility,OpenAlex,1.0,17,8,5,0.25
irrationality,OpenAIRE,irrationality,OpenAlex,1.0,6,10,6,0.6
plea,OpenAIRE,plea,OpenAlex,1.0,10,15,7,0.3888888888888889
reification (marxism),OpenAIRE,reification (marxism),OpenAlex,1.0,6,10,5,0.4545454545454545
nature conservation,OpenAIRE,nature conservation,OpenAlex,1.0,13,6,3,0.1875
sociology of scientific knowledge,OpenAIRE,sociology of scientific knowledge,OpenAlex,1.0,62,30,13,0.1645569620253164
laterality,OpenAIRE,laterality,OpenAlex,1.0,33,21,12,0.2857142857142857
block diagram,OpenAIRE,block diagram,OpenAlex,1.0,17,8,5,0.25
deregulation,OpenAIRE,deregulation,OpenAlex,1.0,10,16,7,0.3684210526315789
classical limit,OpenAIRE,classical limit,OpenAlex,1.0,7,9,2,0.1428571428571428
thermodynamic limit,OpenAIRE,thermodynamic limit,OpenAlex,1.0,10,6,3,0.2307692307692307
relocation,OpenAIRE,relocation,OpenAlex,1.0,13,21,12,0.5454545454545454
servicescape,OpenAIRE,servicescape,OpenAlex,1.0,5,6,3,0.375
id algorithm,OpenAIRE,id algorithm,OpenAlex,1.0,19,11,5,0.2
game developer,OpenAIRE,game developer,OpenAlex,1.0,19,19,10,0.3571428571428571
game design document,OpenAIRE,game design document,OpenAlex,1.0,10,8,3,0.2
level design,OpenAIRE,level design,OpenAlex,1.0,15,10,5,0.25
video game development,OpenAIRE,video game development,OpenAlex,1.0,6,10,3,0.2307692307692307
pseudospectral optimal control,OpenAIRE,pseudospectral optimal control,OpenAlex,1.0,8,6,5,0.5555555555555556
chebyshev filter,OpenAIRE,chebyshev filter,OpenAlex,1.0,16,19,12,0.5217391304347826
data control language,OpenAIRE,data control language,OpenAlex,1.0,9,7,4,0.3333333333333333
knee joint,OpenAIRE,knee joint,OpenAlex,1.0,56,25,20,0.3278688524590163
electron spectroscopy,OpenAIRE,electron spectroscopy,OpenAlex,1.0,6,6,4,0.5
period-doubling bifurcation,OpenAIRE,period-doubling bifurcation,OpenAlex,1.0,31,31,17,0.3777777777777777
fictitious play,OpenAIRE,fictitious play,OpenAlex,1.0,9,10,4,0.2666666666666666
euler's formula,OpenAIRE,euler's formula,OpenAlex,1.0,18,33,7,0.1590909090909091
focal length,OpenAIRE,focal length,OpenAlex,1.0,21,12,7,0.2692307692307692
toxicity,OpenAIRE,toxicity,OpenAlex,1.0,13,27,6,0.1764705882352941
wavenumber,OpenAIRE,wavenumber,OpenAlex,1.0,13,12,5,0.25
psycinfo,OpenAIRE,psycinfo,OpenAlex,1.0,49,63,33,0.4177215189873418
video editing,OpenAIRE,video editing,OpenAlex,1.0,6,10,4,0.3333333333333333
heterojunction,OpenAIRE,heterojunction,OpenAlex,1.0,9,9,6,0.5
nanowire,OpenAIRE,nanowire,OpenAlex,1.0,18,17,12,0.5217391304347826
artifact-centric business process model,OpenAIRE,artifact-centric business process model,OpenAlex,1.0,34,23,18,0.4615384615384615
business rule,OpenAIRE,business rule,OpenAlex,1.0,29,12,9,0.28125
model-based reasoning,OpenAIRE,model-based reasoning,OpenAlex,1.0,41,30,11,0.1833333333333333
active matter,OpenAIRE,active matter,OpenAlex,1.0,7,15,4,0.2222222222222222
domain theory,OpenAIRE,domain theory,OpenAlex,1.0,7,10,2,0.1333333333333333
information security management,OpenAIRE,information security management,OpenAlex,1.0,11,7,4,0.2857142857142857
security information and event management,OpenAIRE,security information and event management,OpenAlex,1.0,20,17,9,0.3214285714285714
business transformation,OpenAIRE,business transformation,OpenAlex,1.0,15,6,4,0.2352941176470588
business relationship management,OpenAIRE,business relationship management,OpenAlex,1.0,20,12,4,0.1428571428571428
electronic business,OpenAIRE,electronic business,OpenAlex,1.0,20,20,4,0.1111111111111111
orthophoto,OpenAIRE,orthophoto,OpenAlex,1.0,10,15,8,0.4705882352941176
ellipsoid,OpenAIRE,ellipsoid,OpenAlex,1.0,36,37,23,0.46
touchscreen,OpenAIRE,touchscreen,OpenAlex,1.0,11,10,9,0.75
crosstalk,OpenAIRE,crosstalk,OpenAlex,1.0,6,7,2,0.1818181818181818
isometric exercise,OpenAIRE,isometric exercise,OpenAlex,1.0,29,39,26,0.6190476190476191
nestedness,OpenAIRE,nestedness,OpenAlex,1.0,8,7,7,0.875
conditional dependence,OpenAIRE,conditional dependence,OpenAlex,1.0,7,7,3,0.2727272727272727
tinnitus,OpenAIRE,tinnitus,OpenAlex,1.0,10,9,8,0.7272727272727273
audiometry,OpenAIRE,audiometry,OpenAlex,1.0,37,9,6,0.15
noise-induced hearing loss,OpenAIRE,noise-induced hearing loss,OpenAlex,1.0,9,15,5,0.2631578947368421
business process reengineering,OpenAIRE,business process reengineering,OpenAlex,1.0,16,11,7,0.35
minimalist program,OpenAIRE,minimalist program,OpenAlex,1.0,16,24,8,0.25
sampling distribution,OpenAIRE,sampling distribution,OpenAlex,1.0,40,9,5,0.1136363636363636
information bias,OpenAIRE,information bias,OpenAlex,1.0,10,7,4,0.3076923076923077
unobservable,OpenAIRE,unobservable,OpenAlex,1.0,44,58,35,0.5223880597014925
h e stain,OpenAIRE,h e stain,OpenAlex,1.0,9,16,8,0.4705882352941176
staining,OpenAIRE,staining,OpenAlex,1.0,18,30,10,0.2631578947368421
critical phenomena,OpenAIRE,critical phenomena,OpenAlex,1.0,28,15,11,0.34375
divide and conquer algorithms,OpenAIRE,divide and conquer algorithms,OpenAlex,1.0,15,18,7,0.2692307692307692
quasar,OpenAIRE,quasar,OpenAlex,1.0,7,6,4,0.4444444444444444
sigma,OpenAIRE,sigma,OpenAlex,1.0,25,32,13,0.2954545454545454
photoactivated localization microscopy,OpenAIRE,photoactivated localization microscopy,OpenAlex,1.0,20,20,12,0.4285714285714285
geographic routing,OpenAIRE,geographic routing,OpenAlex,1.0,18,10,9,0.4736842105263157
blank,OpenAIRE,blank,OpenAlex,1.0,11,14,8,0.4705882352941176
nearest-neighbor chain algorithm,OpenAIRE,nearest-neighbor chain algorithm,OpenAlex,1.0,22,17,7,0.21875
nearest neighbor graph,OpenAIRE,nearest neighbor graph,OpenAlex,1.0,22,13,7,0.25
minkowski space,OpenAIRE,minkowski space,OpenAlex,1.0,11,9,6,0.4285714285714285
belief structure,OpenAIRE,belief structure,OpenAlex,1.0,12,20,8,0.3333333333333333
genome browser,OpenAIRE,genome browser,OpenAlex,1.0,10,13,6,0.3529411764705882
numerical digit,OpenAIRE,numerical digit,OpenAlex,1.0,8,16,6,0.3333333333333333
digit recognition,OpenAIRE,digit recognition,OpenAlex,1.0,8,11,3,0.1875
intelligent word recognition,OpenAIRE,intelligent word recognition,OpenAlex,1.0,13,11,3,0.1428571428571428
nucleic acid sequence,OpenAIRE,nucleic acid sequence,OpenAlex,1.0,32,7,4,0.1142857142857142
mindfulness,OpenAIRE,mindfulness,OpenAlex,1.0,34,31,20,0.4444444444444444
meditation,OpenAIRE,meditation,OpenAlex,1.0,16,14,9,0.4285714285714285
omega,OpenAIRE,omega,OpenAlex,1.0,27,30,15,0.3571428571428571
canonical correspondence analysis,OpenAIRE,canonical correspondence analysis,OpenAlex,1.0,6,7,4,0.4444444444444444
circular dichroism,OpenAIRE,circular dichroism,OpenAlex,1.0,14,12,8,0.4444444444444444
alternative hypothesis,OpenAIRE,alternative hypothesis,OpenAlex,1.0,36,22,7,0.1372549019607843
