Title;OpenAlexConcepts;OpenAIRESubjects_fromMag;Matching
A method of generating stone wall patterns;Artificial intelligence | Computer graphics (images) | Computer science | Computer vision | Generator (circuit theory) | Image (mathematics) | Image processing | Image texture | Mathematics | Physics | Power (physics) | Quantum mechanics | Realization (probability) | Statistics | Texture (cosmology) | Texture mapping | Texture synthesis | Variety (cybernetics);Artificial intelligence | Bump mapping | Computational Theory and Mathematics | Computer graphics | Computer graphics (images) | Computer science | Computer vision | Displacement mapping | Generator (mathematics) | Graphism | Hardware and Architecture | Image synthesis | Information Systems | Parallax mapping | Projective texture mapping | Texture (geology) | Texture mapping | Theoretical Computer Science | Video camera | business | business.industry | law | law.invention;Openaire: artificial intelligence - Openalex: artificial intelligence | Openaire: computer graphics - Openalex: computer graphics (images) | Openaire: computer graphics (images) - Openalex: computer graphics (images) | Openaire: computer science - Openalex: computer graphics (images) | Openaire: computer vision - Openalex: computer graphics (images) | Openaire: theoretical computer science - Openalex: computer graphics (images) | Openaire: computer graphics - Openalex: computer science | Openaire: computer graphics (images) - Openalex: computer science | Openaire: computer science - Openalex: computer science | Openaire: computer vision - Openalex: computer science | Openaire: theoretical computer science - Openalex: computer science | Openaire: computer graphics - Openalex: computer vision | Openaire: computer graphics (images) - Openalex: computer vision | Openaire: computer science - Openalex: computer vision | Openaire: computer vision - Openalex: computer vision | Openaire: theoretical computer science - Openalex: computer vision | Openaire: generator (mathematics) - Openalex: generator (circuit theory) | Openaire: generator (mathematics) - Openalex: image (mathematics) | Openaire: image synthesis - Openalex: image (mathematics) | Openaire: image synthesis - Openalex: image processing | Openaire: image synthesis - Openalex: image texture | Openaire: projective texture mapping - Openalex: image texture | Openaire: texture (geology) - Openalex: image texture | Openaire: texture mapping - Openalex: image texture | Openaire: computational theory and mathematics - Openalex: mathematics | Openaire: projective texture mapping - Openalex: texture (cosmology) | Openaire: texture (geology) - Openalex: texture (cosmology) | Openaire: texture mapping - Openalex: texture (cosmology) | Openaire: bump mapping - Openalex: texture mapping | Openaire: displacement mapping - Openalex: texture mapping | Openaire: parallax mapping - Openalex: texture mapping | Openaire: projective texture mapping - Openalex: texture mapping | Openaire: texture (geology) - Openalex: texture mapping | Openaire: texture mapping - Openalex: texture mapping | Openaire: image synthesis - Openalex: texture synthesis | Openaire: projective texture mapping - Openalex: texture synthesis | Openaire: texture (geology) - Openalex: texture synthesis | Openaire: texture mapping - Openalex: texture synthesis
Text-independent speaker recognition using vocal tract and pitch information;Artificial intelligence | Computer science | Natural language processing | Pattern recognition (psychology) | Speaker diarisation | Speaker recognition | Speech recognition | Vocal tract;;
Language constructs for managing change in process-centered environments;Artificial intelligence | Computer science | Consistency (knowledge bases) | Database | Implementation | Law | Object (grammar) | Political science | Politics | Process (computing) | Programming language | Relation (database) | Representation (politics) | Software | Software development | Software engineering;;
Projective embeddings of complex supermanifolds;Algebra over a field | Artificial intelligence | Biology | Complex system | Computer science | Context (archaeology) | Embedding | Mathematics | Paleontology | Projective line | Projective space | Projective test | Pure mathematics | Supermanifold;14M30 | 32C11 | Combinatorics | Complex manifold | Complex projective space | Line bundle | Mathematical Physics | Mathematical analysis | Mathematics | Projective space | Riemann sphere | Riemann surface | Statistical and Nonlinear Physics | Supermanifold | Uniformization theorem | symbols | symbols.namesake;Openaire: complex manifold - Openalex: complex system | Openaire: complex projective space - Openalex: complex system | Openaire: mathematics - Openalex: mathematics | Openaire: complex projective space - Openalex: projective line | Openaire: line bundle - Openalex: projective line | Openaire: projective space - Openalex: projective line | Openaire: complex projective space - Openalex: projective space | Openaire: projective space - Openalex: projective space | Openaire: complex projective space - Openalex: projective test | Openaire: projective space - Openalex: projective test | Openaire: mathematics - Openalex: pure mathematics | Openaire: supermanifold - Openalex: supermanifold
Proposal on Fuzzy Interval Logic;Artificial intelligence | Combinatorics | Computer science | Fuzzy logic | Interval (graph theory) | Mathematics;Artificial intelligence | Defuzzification | Fuzzy associative matrix | Fuzzy classification | Fuzzy logic | Fuzzy mathematics | Fuzzy number | Fuzzy set operations | Mathematics | Type-2 fuzzy sets and systems | business | business.industry;Openaire: artificial intelligence - Openalex: artificial intelligence | Openaire: fuzzy associative matrix - Openalex: fuzzy logic | Openaire: fuzzy classification - Openalex: fuzzy logic | Openaire: fuzzy logic - Openalex: fuzzy logic | Openaire: fuzzy mathematics - Openalex: fuzzy logic | Openaire: fuzzy number - Openalex: fuzzy logic | Openaire: fuzzy set operations - Openalex: fuzzy logic | Openaire: type-2 fuzzy sets and systems - Openalex: fuzzy logic | Openaire: fuzzy mathematics - Openalex: mathematics | Openaire: mathematics - Openalex: mathematics
Extreme Point Results for Robust Stabilization of Interval Plants with First Order Compensators;A priori and a posteriori | Applied mathematics | Artificial intelligence | Combinatorics | Computer science | Control (management) | Control theory (sociology) | Economics | Epistemology | Extreme point | Finance | Interval (graph theory) | Mathematical analysis | Mathematics | Order (exchange) | Philosophy | Programming language | Set (abstract data type) | Sign (mathematics);Control theory | Extreme point | Extreme value theory | First order | Mathematics | Monic polynomial | Pole–zero plot | Probability density function | Robust control | Robustness (computer science);Openaire: mathematics - Openalex: applied mathematics | Openaire: control theory - Openalex: control (management) | Openaire: robust control - Openalex: control (management) | Openaire: control theory - Openalex: control theory (sociology) | Openaire: extreme value theory - Openalex: control theory (sociology) | Openaire: robust control - Openalex: control theory (sociology) | Openaire: extreme point - Openalex: extreme point | Openaire: extreme value theory - Openalex: extreme point | Openaire: mathematics - Openalex: mathematics | Openaire: first order - Openalex: order (exchange)
Hitting time distributions of single points for 1-dimensional generalized diffusion processes;Applied mathematics | Artificial intelligence | Class (philosophy) | Computer science | Diffusion | Diffusion process | Hitting time | Innovation diffusion | Knowledge management | Mathematical analysis | Mathematics | Physics | Statistical physics | Thermodynamics;01 natural sciences | 0101 mathematics | 010102 general mathematics | 01010203 Geometry | 010104 statistics & probability | 01010405 Autocorrelation/Signal processing | 60J60 | Class (set theory) | Diffusion (business) | General Mathematics | Geometry | Hitting time | Mathematics | One-dimensional space | Statistical physics;Openaire: 0101 mathematics - Openalex: applied mathematics | Openaire: 010102 general mathematics - Openalex: applied mathematics | Openaire: general mathematics - Openalex: applied mathematics | Openaire: mathematics - Openalex: applied mathematics | Openaire: class (set theory) - Openalex: class (philosophy) | Openaire: diffusion (business) - Openalex: diffusion | Openaire: diffusion (business) - Openalex: diffusion process | Openaire: hitting time - Openalex: hitting time | Openaire: diffusion (business) - Openalex: innovation diffusion | Openaire: 0101 mathematics - Openalex: mathematics | Openaire: 010102 general mathematics - Openalex: mathematics | Openaire: general mathematics - Openalex: mathematics | Openaire: mathematics - Openalex: mathematics | Openaire: statistical physics - Openalex: physics | Openaire: statistical physics - Openalex: statistical physics
Norms of positive operators on 𝐿^{𝑝}-spaces;Algorithm | Artificial intelligence | Computer science;;
The chromatic index of graphs with large maximum degree, where the number of vertices of maximum degree is relatively small;Acoustics | Artificial intelligence | Class (philosophy) | Combinatorics | Computer science | Corollary | Degree (music) | Discrete mathematics | Edge coloring | Graph | Graph power | Line graph | Mathematics | Physics | Simple graph;Bound graph | Combinatorics | Computational Theory and Mathematics | Discrete Mathematics and Combinatorics | Discrete mathematics | Edge coloring | Graph | Mathematics | Regular graph | Simple graph | Subgroup | Theoretical Computer Science;Openaire: combinatorics - Openalex: combinatorics | Openaire: discrete mathematics and combinatorics - Openalex: combinatorics | Openaire: theoretical computer science - Openalex: computer science | Openaire: computational theory and mathematics - Openalex: discrete mathematics | Openaire: discrete mathematics and combinatorics - Openalex: discrete mathematics | Openaire: discrete mathematics - Openalex: discrete mathematics | Openaire: mathematics - Openalex: discrete mathematics | Openaire: edge coloring - Openalex: edge coloring | Openaire: bound graph - Openalex: graph | Openaire: graph - Openalex: graph | Openaire: regular graph - Openalex: graph | Openaire: simple graph - Openalex: graph | Openaire: bound graph - Openalex: graph power | Openaire: graph - Openalex: graph power | Openaire: regular graph - Openalex: graph power | Openaire: simple graph - Openalex: graph power | Openaire: bound graph - Openalex: line graph | Openaire: graph - Openalex: line graph | Openaire: regular graph - Openalex: line graph | Openaire: simple graph - Openalex: line graph | Openaire: computational theory and mathematics - Openalex: mathematics | Openaire: discrete mathematics and combinatorics - Openalex: mathematics | Openaire: discrete mathematics - Openalex: mathematics | Openaire: mathematics - Openalex: mathematics | Openaire: bound graph - Openalex: simple graph | Openaire: graph - Openalex: simple graph | Openaire: regular graph - Openalex: simple graph | Openaire: simple graph - Openalex: simple graph
Lipschitzian selections in best approximation by continuous functions;Applied mathematics | Approximation algorithm | Artificial intelligence | Artificial neural network | Biochemistry | Biology | Chemistry | Computer science | Continuous function (set theory) | Discrete mathematics | Evolutionary biology | Function (biology) | Function approximation | Function space | Gene | Mathematical optimization | Mathematics | Minimax approximation algorithm | Operating system | Operator (biology) | Programming language | Repressor | Selection (genetic algorithm) | Set (abstract data type) | Space (punctuation) | Transcription factor;Analysis | Applied Mathematics | Function (mathematics) | General Mathematics | Mathematical analysis | Mathematics | Mathematics(all) | Minimax approximation algorithm | Numerical Analysis | Selection operator | Set (abstract data type) | Space (mathematics);Openaire: applied mathematics - Openalex: applied mathematics | Openaire: general mathematics - Openalex: applied mathematics | Openaire: mathematics - Openalex: applied mathematics | Openaire: minimax approximation algorithm - Openalex: approximation algorithm | Openaire: function (mathematics) - Openalex: continuous function (set theory) | Openaire: applied mathematics - Openalex: discrete mathematics | Openaire: general mathematics - Openalex: discrete mathematics | Openaire: mathematics - Openalex: discrete mathematics | Openaire: function (mathematics) - Openalex: function (biology) | Openaire: function (mathematics) - Openalex: function approximation | Openaire: minimax approximation algorithm - Openalex: function approximation | Openaire: function (mathematics) - Openalex: function space | Openaire: space (mathematics) - Openalex: function space | Openaire: mathematical analysis - Openalex: mathematical optimization | Openaire: applied mathematics - Openalex: mathematics | Openaire: general mathematics - Openalex: mathematics | Openaire: mathematics - Openalex: mathematics | Openaire: minimax approximation algorithm - Openalex: minimax approximation algorithm | Openaire: selection operator - Openalex: operator (biology) | Openaire: selection operator - Openalex: selection (genetic algorithm) | Openaire: set (abstract data type) - Openalex: set (abstract data type) | Openaire: space (mathematics) - Openalex: space (punctuation)
Products of infinite-dimensional spaces;Algorithm | Annotation | Artificial intelligence | Biology | Computer science | Countable set | Discrete mathematics | Ecology | Geometry | Mathematics | Product (mathematics) | Programming language | Semantics (computer science) | Type (biology) | Uncountable set;;
The Bipolarity of Personal Constructs;Artificial intelligence | Cognitive psychology | Cognitive science | Computer science | Construct (python library) | Construct validity | Contrast (vision) | Developmental psychology | Epistemology | Personal construct theory | Philosophy | Programming language | Psychology | Psychometrics | Repertory grid | Social psychology;150 | Cognition | Cognitive psychology | Construct (philosophy) | Contrast (statistics) | Developmental and Educational Psychology | Empirical research | Linguistics and Language | Personal construct theory | Psychological research | Psychology | Repertory grid | Social Psychology | Taxonomy (general);Openaire: cognitive psychology - Openalex: cognitive psychology | Openaire: developmental and educational psychology - Openalex: cognitive psychology | Openaire: psychology - Openalex: cognitive psychology | Openaire: social psychology - Openalex: cognitive psychology | Openaire: cognitive psychology - Openalex: cognitive science | Openaire: construct (philosophy) - Openalex: construct (python library) | Openaire: personal construct theory - Openalex: construct (python library) | Openaire: construct (philosophy) - Openalex: construct validity | Openaire: personal construct theory - Openalex: construct validity | Openaire: contrast (statistics) - Openalex: contrast (vision) | Openaire: cognitive psychology - Openalex: developmental psychology | Openaire: developmental and educational psychology - Openalex: developmental psychology | Openaire: psychology - Openalex: developmental psychology | Openaire: social psychology - Openalex: developmental psychology | Openaire: construct (philosophy) - Openalex: personal construct theory | Openaire: personal construct theory - Openalex: personal construct theory | Openaire: linguistics and language - Openalex: programming language | Openaire: cognitive psychology - Openalex: psychology | Openaire: developmental and educational psychology - Openalex: psychology | Openaire: psychology - Openalex: psychology | Openaire: social psychology - Openalex: psychology | Openaire: repertory grid - Openalex: repertory grid | Openaire: cognitive psychology - Openalex: social psychology | Openaire: developmental and educational psychology - Openalex: social psychology | Openaire: psychology - Openalex: social psychology | Openaire: social psychology - Openalex: social psychology
An application of active contour models to head boundary location;Active contour model | Artificial intelligence | Boundary (topology) | Computer science | Computer vision | Geology | Geomorphology | Head (geology) | Image segmentation | Mathematical analysis | Mathematics | Segmentation;Active contour model | Artificial intelligence | Boundary location | Coding (social sciences) | Computer science | Computer vision | Finite difference method | business | business.industry;Openaire: active contour model - Openalex: active contour model | Openaire: artificial intelligence - Openalex: artificial intelligence | Openaire: boundary location - Openalex: boundary (topology) | Openaire: computer science - Openalex: computer science | Openaire: computer vision - Openalex: computer science | Openaire: computer science - Openalex: computer vision | Openaire: computer vision - Openalex: computer vision
A fixed point theorem for weakly chainable plane continua;Algorithm | Annotation | Artificial intelligence | Biology | Computer science | Ecology | Mathematics | Programming language | Semantics (computer science) | Type (biology);Applied Mathematics | Brouwer fixed-point theorem | Continuum (topology) | Discrete mathematics | Fixed point | Fixed-point property | Fixed-point theorem | General Mathematics | Indecomposable continuum | Kakutani fixed-point theorem | Mathematics | Pure mathematics | Schauder fixed point theorem;Openaire: applied mathematics - Openalex: mathematics | Openaire: discrete mathematics - Openalex: mathematics | Openaire: general mathematics - Openalex: mathematics | Openaire: mathematics - Openalex: mathematics | Openaire: pure mathematics - Openalex: mathematics
Thin, high gain wire chambers for electromagnetic presampling in OPAL;Acoustics | Artificial intelligence | Computer science | Detector | Electrical engineering | Energy (signal processing) | Engineering | High-gain antenna | Nuclear physics | Optics | Physics | Pion | Quantum mechanics | Resolution (logic);Detector | Detectors and Experimental Techniques | Electron | Electronic circuit | Image resolution | Instrumentation | Measuring instrument | Nuclear and High Energy Physics | Nuclear physics | Optics | Particle detector | Particle identification | Physics | Wire chamber | business | business.industry;Openaire: detector - Openalex: detector | Openaire: particle detector - Openalex: detector | Openaire: nuclear and high energy physics - Openalex: energy (signal processing) | Openaire: nuclear and high energy physics - Openalex: nuclear physics | Openaire: nuclear physics - Openalex: nuclear physics | Openaire: physics - Openalex: nuclear physics | Openaire: optics - Openalex: optics | Openaire: nuclear and high energy physics - Openalex: physics | Openaire: nuclear physics - Openalex: physics | Openaire: physics - Openalex: physics | Openaire: image resolution - Openalex: resolution (logic)
Electron Microscopy of Au/Ni Artificial Superlattice Films;Acoustics | Artificial intelligence | Chemistry | Composite material | Computer science | Condensed matter physics | Crystallography | Diffraction | Electron diffraction | Electron microscope | Geology | Image (mathematics) | Lattice (music) | Materials science | Morphology (biology) | Nanotechnology | Optics | Optoelectronics | Organic chemistry | Paleontology | Physics | Stacking | Superlattice | Surface finish | Texture (cosmology) | Transmission electron microscopy;;
ge Determination in the Alpine Accentor Prunella collaris by Discriminant Analysis of Morphological Measurements;Animal science | Artificial intelligence | Biology | Computer science | Discriminant | Discriminant function analysis | Linear discriminant analysis | Mathematics | Medicine | Statistics | Veterinary medicine;Accentor | Animal science | Body weight | Discriminant | Discriminant function analysis | Head length | Linear discriminant analysis | Prunella collaris | Stepwise discriminant analysis | biology | biology.organism_classification;Openaire: animal science - Openalex: animal science | Openaire: biology - Openalex: biology | Openaire: animal science - Openalex: computer science | Openaire: discriminant - Openalex: discriminant | Openaire: discriminant function analysis - Openalex: discriminant | Openaire: linear discriminant analysis - Openalex: discriminant | Openaire: stepwise discriminant analysis - Openalex: discriminant | Openaire: discriminant - Openalex: discriminant function analysis | Openaire: discriminant function analysis - Openalex: discriminant function analysis | Openaire: linear discriminant analysis - Openalex: discriminant function analysis | Openaire: stepwise discriminant analysis - Openalex: discriminant function analysis | Openaire: discriminant - Openalex: linear discriminant analysis | Openaire: discriminant function analysis - Openalex: linear discriminant analysis | Openaire: linear discriminant analysis - Openalex: linear discriminant analysis | Openaire: stepwise discriminant analysis - Openalex: linear discriminant analysis
Finite projective planes and a question about primes;Algorithm | Artificial intelligence | Computer science;Applied Mathematics | Collineation | Discrete mathematics | Fano plane | Finite geometry | Flag (geometry) | General Mathematics | Group (mathematics) | Mathematics | Prime (order theory) | Prime number | Projective plane;
Shaping attraction basins in neural networks;Algorithm | Art | Artificial intelligence | Artificial neural network | Associative property | Attraction | Biology | Composite material | Computer science | Content-addressable memory | Dual (grammatical number) | Duality (order theory) | Evolutionary biology | Function (biology) | Linguistics | Literature | Materials science | Mathematics | Matrix (chemical analysis) | Philosophy | Pure mathematics | Subspace topology;Artificial Intelligence | Artificial neural network | Attraction | Cognitive Neuroscience | Computer science | Content-addressable memory | Dual (category theory) | Duality (mathematics) | Function (mathematics) | Network dynamics | Physical neural network | Recurrent neural network | Theoretical computer science | Topology;Openaire: artificial intelligence - Openalex: artificial intelligence | Openaire: artificial neural network - Openalex: artificial intelligence | Openaire: artificial intelligence - Openalex: artificial neural network | Openaire: artificial neural network - Openalex: artificial neural network | Openaire: network dynamics - Openalex: artificial neural network | Openaire: physical neural network - Openalex: artificial neural network | Openaire: recurrent neural network - Openalex: artificial neural network | Openaire: attraction - Openalex: attraction | Openaire: computer science - Openalex: computer science | Openaire: theoretical computer science - Openalex: computer science | Openaire: content-addressable memory - Openalex: content-addressable memory | Openaire: dual (category theory) - Openalex: dual (grammatical number) | Openaire: dual (category theory) - Openalex: duality (order theory) | Openaire: duality (mathematics) - Openalex: duality (order theory) | Openaire: function (mathematics) - Openalex: function (biology) | Openaire: computer science - Openalex: materials science | Openaire: theoretical computer science - Openalex: materials science | Openaire: topology - Openalex: subspace topology
The process trellis architecture for real-time monitors;Algorithm | Architecture | Art | Artificial intelligence | Computer science | Decoding methods | Distributed computing | Embedded system | Heuristic | Modular design | Process (computing) | Programming language | Real-time computing | Software | Software architecture | Trellis (graph) | Visual arts;;
Detecting early glaucomatous field defects with the size I stimulus and Statpac.;Artificial intelligence | Audiology | Blind spot | Cognitive psychology | Computer science | Field size | Geometry | Glaucoma | Imaging phantom | Internal medicine | Mathematics | Medicine | Nicotine | Nuclear medicine | Ophthalmology | Perimeter | Psychology | Second-order stimulus | Stimulus (psychology) | Stimulus control | Visual field;Adult | Cellular and Molecular Neuroscience | Central visual field | Champ visuel | Early glaucoma | Glaucoma | Glaucoma | Glaucoma suspect | Humans | Mathematics | Middle Aged | Models, Biological | Ophthalmology | Ophthalmology | Research Article | Sensory Systems | Sensory Thresholds | Sensory threshold | Stimulus (physiology) | Visual Field Tests | Visual Fields | Visual field | business | business.industry | medicine | medicine.disease | medicine.medical_specialty;Openaire: central visual field - Openalex: field size | Openaire: visual field tests - Openalex: field size | Openaire: visual field - Openalex: field size | Openaire: early glaucoma - Openalex: glaucoma | Openaire: glaucoma - Openalex: glaucoma | Openaire: glaucoma suspect - Openalex: glaucoma | Openaire: medicine - Openalex: internal medicine | Openaire: mathematics - Openalex: mathematics | Openaire: medicine - Openalex: medicine | Openaire: medicine - Openalex: nuclear medicine | Openaire: ophthalmology - Openalex: ophthalmology | Openaire: stimulus (physiology) - Openalex: second-order stimulus | Openaire: stimulus (physiology) - Openalex: stimulus (psychology) | Openaire: stimulus (physiology) - Openalex: stimulus control | Openaire: central visual field - Openalex: visual field | Openaire: visual field tests - Openalex: visual field | Openaire: visual fields - Openalex: visual field | Openaire: visual field - Openalex: visual field
Modal shading coefficients for high-resolution source depth localization;Accounting | Acoustics | Aperture (computer memory) | Artificial intelligence | Biology | Business | Computer science | Evolutionary biology | Function (biology) | Image (mathematics) | Materials science | Mathematical analysis | Mathematics | Mean squared error | Minimum-variance unbiased estimator | Modal | Noise (video) | Optics | Physics | Polymer chemistry | Programming language | Resolution (logic) | SIGNAL (programming language) | Statistics | Variance (accounting);;
Observation of the 2ν1 band of HN+2 with a 1.57 μm distributed feedback semiconductor laser;Ab initio | Ab initio quantum chemistry methods | Analytical Chemistry (journal) | Artificial intelligence | Atomic physics | Chemistry | Chromatography | Computer science | Infrared | Infrared spectroscopy | Ion | Laser | Materials science | Metallurgy | Molecular physics | Molecular spectroscopy | Molecule | Optics | Optoelectronics | Organic chemistry | Physics | Quantum mechanics | Resolution (logic) | Semiconductor | Semiconductor laser theory | Spectroscopy | Yield (engineering);;
Prime Producing Quadratic Polynomials and Class-Numbers of Real Quadratic Fields;Algebra over a field | Artificial intelligence | Binary quadratic form | Class (philosophy) | Class number | Combinatorics | Computer science | Discrete mathematics | Discriminant | Field (mathematics) | Geometry | Mathematics | Primality test | Prime (order theory) | Pure mathematics | Quadratic equation | Quadratic field | Quadratic function;;
Regularization and the general Gauss-Markov linear model;Applied mathematics | Artificial intelligence | Backus–Gilbert method | Coefficient matrix | Computer science | Eigenvalues and eigenvectors | Gauss | Inverse problem | Markov chain | Mathematical analysis | Mathematical optimization | Mathematics | Physics | Quantum mechanics | Regularization (linguistics) | Regularization perspectives on support vector machines | Statistics | Tikhonov regularization;;
Perspective of the patient with rheumatoid arthritis on issues related to missed medication;Action (physics) | Artificial intelligence | Computer science | Epistemology | Health belief model | Health education | Ignorance | Intensive care medicine | Internal medicine | Medicine | Nursing | Perspective (graphical) | Philosophy | Physical therapy | Physics | Psychology | Psychotherapist | Public health | Quantum mechanics | Regimen | Rheumatoid arthritis | Surgery | Theory of reasoned action;Alternative medicine | Arthritis, Rheumatoid | Attitude to Health | Female | Humans | Ignorance | Immunology | Immunology and Allergy | Male | Medicine | Middle Aged | Missed Dose | Patient Compliance | Perspective (graphical) | Pharmacology (medical) | Psychiatry | Regimen | Rheumatoid arthritis | Rheumatology | Self Administration | Tertiary care | Theory of reasoned action | business | business.industry | media_common | media_common.quotation_subject | medicine.disease | medicine.medical_specialty;Openaire: theory of reasoned action - Openalex: action (physics) | Openaire: attitude to health - Openalex: health belief model | Openaire: attitude to health - Openalex: health education | Openaire: ignorance - Openalex: ignorance | Openaire: alternative medicine - Openalex: intensive care medicine | Openaire: medicine - Openalex: intensive care medicine | Openaire: tertiary care - Openalex: intensive care medicine | Openaire: alternative medicine - Openalex: internal medicine | Openaire: medicine - Openalex: internal medicine | Openaire: alternative medicine - Openalex: medicine | Openaire: medicine - Openalex: medicine | Openaire: perspective (graphical) - Openalex: perspective (graphical) | Openaire: attitude to health - Openalex: public health | Openaire: regimen - Openalex: regimen | Openaire: arthritis, rheumatoid - Openalex: rheumatoid arthritis | Openaire: rheumatoid arthritis - Openalex: rheumatoid arthritis | Openaire: theory of reasoned action - Openalex: theory of reasoned action
Trends and concerns in digital cartography;Artificial intelligence | Cartography | Computer science | Data science | Digital mapping | Geography | Geovisualization | Information visualization | Visualization;Computer Graphics and Computer-Aided Design | Computer Science Applications | Computer science | Data science | Digital mapping | Industrial and Manufacturing Engineering | Information system | Scientific visualization;Openaire: computer graphics and computer-aided design - Openalex: computer science | Openaire: computer science applications - Openalex: computer science | Openaire: computer science - Openalex: computer science | Openaire: data science - Openalex: computer science | Openaire: computer science applications - Openalex: data science | Openaire: computer science - Openalex: data science | Openaire: data science - Openalex: data science | Openaire: digital mapping - Openalex: digital mapping | Openaire: information system - Openalex: information visualization | Openaire: scientific visualization - Openalex: information visualization | Openaire: scientific visualization - Openalex: visualization
A critical evaluation of commensurable abduction models for semantic interpretation;Artificial intelligence | Citation | Computer science | Interpretation (philosophy) | Library science | Programming language | Semantic interpretation;Artificial intelligence | Computer science | Natural language processing | Semantic interpretation | business | business.industry | computer | computer.software_genre;Openaire: artificial intelligence - Openalex: artificial intelligence | Openaire: computer science - Openalex: computer science | Openaire: computer - Openalex: computer science | Openaire: semantic interpretation - Openalex: interpretation (philosophy) | Openaire: computer science - Openalex: library science | Openaire: natural language processing - Openalex: programming language | Openaire: semantic interpretation - Openalex: semantic interpretation
Taxonomies of model-theoretically defined topological properties ;Artificial intelligence | Biochemistry | Bounded function | Characterization (materials science) | Chemistry | Class (philosophy) | Computer science | Connected space | Discrete mathematics | Equivalence class (music) | Equivalence relation | Functional analysis | Gene | Materials science | Mathematical analysis | Mathematics | Metrization theorem | Nanotechnology | Operating system | Pure mathematics | Sentence | Separable space | Space (punctuation) | Topological space | Topological tensor product;;
An algorithm deciding functional equivalence in a new class of program schemes;Algorithm | Artificial intelligence | Class (philosophy) | Computer science | Discrete mathematics | Equivalence (formal languages) | Functional equivalence | Linguistics | Mathematics | Philosophy | Theoretical computer science;Boundary-value analysis | Computer Science(all) | Computer science | Discrete mathematics | Equivalence partitioning | Functional equivalence | General Computer Science | New class | Theoretical Computer Science;Openaire: new class - Openalex: class (philosophy) | Openaire: computer science(all) - Openalex: computer science | Openaire: computer science - Openalex: computer science | Openaire: general computer science - Openalex: computer science | Openaire: theoretical computer science - Openalex: computer science | Openaire: discrete mathematics - Openalex: discrete mathematics | Openaire: equivalence partitioning - Openalex: equivalence (formal languages) | Openaire: functional equivalence - Openalex: equivalence (formal languages) | Openaire: equivalence partitioning - Openalex: functional equivalence | Openaire: functional equivalence - Openalex: functional equivalence | Openaire: discrete mathematics - Openalex: mathematics | Openaire: computer science(all) - Openalex: theoretical computer science | Openaire: computer science - Openalex: theoretical computer science | Openaire: general computer science - Openalex: theoretical computer science | Openaire: theoretical computer science - Openalex: theoretical computer science
Linear transformations that preserve majorization, Schur concavity, and exchangeability;Artificial intelligence | Bijection | Bijection, injection and surjection | Characterization (materials science) | Class (philosophy) | Combinatorics | Composite material | Computer science | Majorization | Materials science | Mathematics | Matrix (chemical analysis) | Nanotechnology | Pure mathematics;Algebra and Number Theory | Bijection, injection and surjection | Characterization (mathematics) | Class (set theory) | Combinatorics | Discrete Mathematics and Combinatorics | Estimator | Geometry and Topology | Linear map | Majorization | Mathematics | Matrix (mathematics) | Numerical Analysis;Openaire: algebra and number theory - Openalex: bijection, injection and surjection | Openaire: bijection, injection and surjection - Openalex: bijection, injection and surjection | Openaire: discrete mathematics and combinatorics - Openalex: bijection, injection and surjection | Openaire: geometry and topology - Openalex: bijection, injection and surjection | Openaire: characterization (mathematics) - Openalex: characterization (materials science) | Openaire: class (set theory) - Openalex: class (philosophy) | Openaire: combinatorics - Openalex: combinatorics | Openaire: discrete mathematics and combinatorics - Openalex: combinatorics | Openaire: majorization - Openalex: majorization | Openaire: discrete mathematics and combinatorics - Openalex: mathematics | Openaire: mathematics - Openalex: mathematics | Openaire: matrix (mathematics) - Openalex: matrix (chemical analysis) | Openaire: discrete mathematics and combinatorics - Openalex: pure mathematics | Openaire: mathematics - Openalex: pure mathematics
Limits of auditory pattern discrimination for patterns with various durations and numbers of components;Acoustics | Art | Artificial intelligence | Combinatorics | Computer science | Dimension (graph theory) | Duration (music) | Literature | Mathematics | Pattern recognition (psychology) | Physics | Statistics | Tone (literature);Acoustics | Acoustics and Ultrasonics | Adult | Anisochronous | Arts and Humanities (miscellaneous) | Attention | Auditory Threshold | Dimension (vector space) | Duration (music) | Humans | Mathematics | Numero sign | Perceptual Masking | Pitch Discrimination | Pitch Discrimination | Psychoacoustics | Psychoacoustics | Psychophysics | Reference Values | Statistics | Time Perception | Time perception;Openaire: acoustics - Openalex: acoustics | Openaire: acoustics and ultrasonics - Openalex: acoustics | Openaire: dimension (vector space) - Openalex: dimension (graph theory) | Openaire: duration (music) - Openalex: duration (music) | Openaire: mathematics - Openalex: mathematics | Openaire: statistics - Openalex: statistics
Interpreting Errors in Translation;Artificial intelligence | Biology | Computer science | Gene | Genetics | Messenger RNA | Natural language processing | Translation (biology);Artificial intelligence | Language and Linguistics | Linguistics and Language | Natural language processing | Psychology | Translation (geometry) | business | business.industry | computer | computer.software_genre;Openaire: artificial intelligence - Openalex: artificial intelligence | Openaire: computer - Openalex: computer science | Openaire: language and linguistics - Openalex: natural language processing | Openaire: linguistics and language - Openalex: natural language processing | Openaire: natural language processing - Openalex: natural language processing | Openaire: translation (geometry) - Openalex: translation (biology)
