Category1,Source1,Category2,Source2,similarity,PapersInC1,PapersInC2,PapersInBoth,Discripancy
dark matter,OpenAlex,dark matter,OpenAIRE,1.0,7,4,4,0.5714285714285714
conjoint analysis,OpenAlex,conjoint analysis,OpenAIRE,1.0,7,10,6,0.5454545454545454
learning to rank,OpenAIRE,learning to rank,OpenAlex,1.0,11,16,8,0.4210526315789473
stator,OpenAlex,stator,OpenAIRE,1.0,28,21,21,0.75
torso,OpenAIRE,torso,OpenAlex,1.0,7,9,5,0.4545454545454545
torso,OpenAlex,torso,OpenAIRE,1.0,9,7,5,0.4545454545454545
curvelet,OpenAIRE,curvelet,OpenAlex,1.0,9,9,7,0.6363636363636364
curvelet,OpenAlex,curvelet,OpenAIRE,1.0,9,9,7,0.6363636363636364
propensity score matching,OpenAIRE,propensity score matching,OpenAlex,1.0,10,17,9,0.5
randomized experiment,OpenAlex,randomized experiment,OpenAIRE,1.0,22,16,11,0.4074074074074074
citizen journalism,OpenAlex,citizen journalism,OpenAIRE,1.0,19,10,9,0.45
nonlinear conjugate gradient method,OpenAIRE,nonlinear conjugate gradient method,OpenAlex,1.0,6,6,5,0.7142857142857143
nonlinear conjugate gradient method,OpenAlex,nonlinear conjugate gradient method,OpenAIRE,1.0,6,6,5,0.7142857142857143
omnidirectional antenna,OpenAIRE,omnidirectional antenna,OpenAlex,1.0,7,5,4,0.5
animacy,OpenAIRE,animacy,OpenAlex,1.0,6,5,4,0.5714285714285714
institutionalism,OpenAIRE,institutionalism,OpenAlex,1.0,6,3,3,0.5
structural genomics,OpenAlex,structural genomics,OpenAIRE,1.0,10,7,5,0.4166666666666667
compositing,OpenAlex,compositing,OpenAIRE,1.0,10,5,5,0.5
chemical space,OpenAlex,chemical space,OpenAIRE,1.0,18,11,10,0.5263157894736842
artifact-centric business process model,OpenAlex,artifact-centric business process model,OpenAIRE,1.0,7,13,7,0.5384615384615384
business process modeling,OpenAlex,business process modeling,OpenAIRE,1.0,14,11,8,0.4705882352941176
achromatic lens,OpenAIRE,achromatic lens,OpenAlex,1.0,6,9,6,0.6666666666666666
achromatic lens,OpenAlex,achromatic lens,OpenAIRE,1.0,9,6,6,0.6666666666666666
hue,OpenAlex,hue,OpenAIRE,1.0,24,16,15,0.6
boolean network,OpenAlex,boolean network,OpenAIRE,1.0,7,5,5,0.7142857142857143
fractional brownian motion,OpenAIRE,fractional brownian motion,OpenAlex,1.0,7,6,6,0.8571428571428571
fractal analysis,OpenAIRE,fractal analysis,OpenAlex,1.0,18,17,11,0.4583333333333333
fractional brownian motion,OpenAlex,fractional brownian motion,OpenAIRE,1.0,6,7,6,0.8571428571428571
fractal analysis,OpenAlex,fractal analysis,OpenAIRE,1.0,17,18,11,0.4583333333333333
cheating,OpenAIRE,cheating,OpenAlex,1.0,7,8,5,0.5
cheating,OpenAlex,cheating,OpenAIRE,1.0,8,7,5,0.5
joins,OpenAIRE,joins,OpenAlex,1.0,7,14,7,0.5
kappa,OpenAlex,kappa,OpenAIRE,1.0,11,9,6,0.4285714285714285
traffic noise,OpenAIRE,traffic noise,OpenAlex,1.0,8,7,5,0.5
traffic noise,OpenAlex,traffic noise,OpenAIRE,1.0,7,8,5,0.5
distrust,OpenAlex,distrust,OpenAIRE,1.0,6,8,5,0.5555555555555556
nanowire,OpenAlex,nanowire,OpenAIRE,1.0,8,5,5,0.625
homoclinic orbit,OpenAIRE,homoclinic orbit,OpenAlex,1.0,7,4,4,0.5714285714285714
project risk management,OpenAIRE,project risk management,OpenAlex,1.0,6,7,5,0.625
project risk management,OpenAlex,project risk management,OpenAIRE,1.0,7,6,5,0.625
brand awareness,OpenAIRE,brand awareness,OpenAlex,1.0,12,12,8,0.5
brand awareness,OpenAlex,brand awareness,OpenAIRE,1.0,12,12,8,0.5
phasor,OpenAIRE,phasor,OpenAlex,1.0,9,9,9,1.0
phasor,OpenAlex,phasor,OpenAIRE,1.0,9,9,9,1.0
groundwater,OpenAIRE,groundwater,OpenAlex,1.0,6,9,6,0.6666666666666666
aquifer,OpenAlex,aquifer,OpenAIRE,1.0,6,4,3,0.4285714285714285
groundwater,OpenAlex,groundwater,OpenAIRE,1.0,9,6,6,0.6666666666666666
thermal comfort,OpenAIRE,thermal comfort,OpenAlex,1.0,6,9,6,0.6666666666666666
thermal comfort,OpenAlex,thermal comfort,OpenAIRE,1.0,9,6,6,0.6666666666666666
sociocultural perspective,OpenAlex,sociocultural perspective,OpenAIRE,1.0,7,6,5,0.625
audit,OpenAlex,audit,OpenAIRE,1.0,32,18,17,0.5151515151515151
diagrammatic reasoning,OpenAIRE,diagrammatic reasoning,OpenAlex,1.0,7,6,5,0.625
entity–relationship model,OpenAIRE,entity–relationship model,OpenAlex,1.0,6,4,3,0.4285714285714285
stall (fluid mechanics),OpenAIRE,stall (fluid mechanics),OpenAlex,1.0,6,8,6,0.75
wing,OpenAIRE,wing,OpenAlex,1.0,6,5,5,0.8333333333333334
angle of attack,OpenAIRE,angle of attack,OpenAlex,1.0,6,6,4,0.5
angle of attack,OpenAlex,angle of attack,OpenAIRE,1.0,6,6,4,0.5
stall (fluid mechanics),OpenAlex,stall (fluid mechanics),OpenAIRE,1.0,8,6,6,0.75
local field potential,OpenAIRE,local field potential,OpenAlex,1.0,15,14,9,0.45
open biomedical ontologies,OpenAIRE,open biomedical ontologies,OpenAlex,1.0,9,9,8,0.8
open biomedical ontologies,OpenAlex,open biomedical ontologies,OpenAIRE,1.0,9,9,8,0.8
idef5,OpenAlex,idef5,OpenAIRE,1.0,6,4,3,0.4285714285714285
adaptive beamformer,OpenAlex,adaptive beamformer,OpenAIRE,1.0,13,15,11,0.6470588235294118
biopsy,OpenAlex,biopsy,OpenAIRE,1.0,7,10,6,0.5454545454545454
unit root,OpenAIRE,unit root,OpenAlex,1.0,8,10,6,0.5
language proficiency,OpenAIRE,language proficiency,OpenAlex,1.0,13,12,8,0.4705882352941176
brand extension,OpenAIRE,brand extension,OpenAlex,1.0,8,8,7,0.7777777777777778
interaction information,OpenAlex,interaction information,OpenAIRE,1.0,6,4,3,0.4285714285714285
morphing,OpenAIRE,morphing,OpenAlex,1.0,11,12,8,0.5333333333333333
luminance,OpenAlex,luminance,OpenAIRE,1.0,49,40,29,0.4833333333333333
image stitching,OpenAlex,image stitching,OpenAIRE,1.0,6,3,3,0.5
soar,OpenAlex,soar,OpenAIRE,1.0,6,4,4,0.6666666666666666
soliton,OpenAIRE,soliton,OpenAlex,1.0,7,9,6,0.6
gravitational wave,OpenAIRE,gravitational wave,OpenAlex,1.0,11,10,7,0.5
lightness,OpenAIRE,lightness,OpenAlex,1.0,8,9,6,0.5454545454545454
lightness,OpenAlex,lightness,OpenAIRE,1.0,9,8,6,0.5454545454545454
color quantization,OpenAlex,color quantization,OpenAIRE,1.0,7,10,5,0.4166666666666667
sequential quadratic programming,OpenAlex,sequential quadratic programming,OpenAIRE,1.0,7,7,5,0.5555555555555556
learning to rank,OpenAlex,learning to rank,OpenAIRE,1.0,16,11,8,0.4210526315789473
uniprot,OpenAlex,uniprot,OpenAIRE,1.0,11,8,8,0.7272727272727273
terminal sliding mode,OpenAlex,terminal sliding mode,OpenAIRE,1.0,6,5,5,0.8333333333333334
scene graph,OpenAlex,scene graph,OpenAIRE,1.0,8,5,4,0.4444444444444444
human eye,OpenAIRE,human eye,OpenAlex,1.0,10,11,7,0.5
debugging,OpenAIRE,debugging,OpenAlex,1.0,19,21,15,0.6
naturalness,OpenAlex,naturalness,OpenAIRE,1.0,9,4,4,0.4444444444444444
unified modeling language,OpenAlex,unified modeling language,OpenAIRE,1.0,10,7,6,0.5454545454545454
class size,OpenAIRE,class size,OpenAlex,1.0,13,9,9,0.6923076923076923
amnesia,OpenAIRE,amnesia,OpenAlex,1.0,11,9,6,0.4285714285714285
amnesia,OpenAlex,amnesia,OpenAIRE,1.0,9,11,6,0.4285714285714285
fractal dimension on networks,OpenAlex,fractal dimension on networks,OpenAIRE,1.0,11,5,5,0.4545454545454545
refractive index,OpenAIRE,refractive index,OpenAlex,1.0,9,8,5,0.4166666666666667
queueing theory,OpenAIRE,queueing theory,OpenAlex,1.0,18,18,11,0.44
queueing theory,OpenAlex,queueing theory,OpenAIRE,1.0,18,18,11,0.44
indigenous,OpenAIRE,indigenous,OpenAlex,1.0,6,6,5,0.7142857142857143
kelvin probe force microscope,OpenAIRE,kelvin probe force microscope,OpenAlex,1.0,6,10,5,0.4545454545454545
dimensional regularization,OpenAlex,dimensional regularization,OpenAIRE,1.0,14,10,9,0.6
landscape ecology,OpenAlex,landscape ecology,OpenAIRE,1.0,14,11,8,0.4705882352941176
anchoring,OpenAlex,anchoring,OpenAIRE,1.0,7,5,5,0.7142857142857143
ornaments,OpenAlex,ornaments,OpenAIRE,1.0,6,4,3,0.4285714285714285
brand extension,OpenAlex,brand extension,OpenAIRE,1.0,8,8,7,0.7777777777777778
confocal,OpenAlex,confocal,OpenAIRE,1.0,15,9,8,0.5
general partnership,OpenAIRE,general partnership,OpenAlex,1.0,7,7,6,0.75
general partnership,OpenAlex,general partnership,OpenAIRE,1.0,7,7,6,0.75
fractional calculus,OpenAlex,fractional calculus,OpenAIRE,1.0,13,12,8,0.4705882352941176
water resources,OpenAIRE,water resources,OpenAlex,1.0,19,13,10,0.4545454545454545
dipole,OpenAIRE,dipole,OpenAlex,1.0,17,15,12,0.6
dipole,OpenAlex,dipole,OpenAIRE,1.0,15,17,12,0.6
rayleigh wave,OpenAlex,rayleigh wave,OpenAIRE,1.0,6,4,4,0.6666666666666666
conservation law,OpenAIRE,conservation law,OpenAlex,1.0,12,12,10,0.7142857142857143
conservation law,OpenAlex,conservation law,OpenAIRE,1.0,12,12,10,0.7142857142857143
spelling,OpenAIRE,spelling,OpenAlex,1.0,6,6,5,0.7142857142857143
spelling,OpenAlex,spelling,OpenAIRE,1.0,6,6,5,0.7142857142857143
embodied energy,OpenAIRE,embodied energy,OpenAlex,1.0,7,6,6,0.8571428571428571
embodied energy,OpenAlex,embodied energy,OpenAIRE,1.0,6,7,6,0.8571428571428571
moderation,OpenAIRE,moderation,OpenAlex,1.0,17,20,11,0.4230769230769231
moderation,OpenAlex,moderation,OpenAIRE,1.0,20,17,11,0.4230769230769231
market orientation,OpenAlex,market orientation,OpenAIRE,1.0,8,9,5,0.4166666666666667
grid-connected photovoltaic power system,OpenAIRE,grid-connected photovoltaic power system,OpenAlex,1.0,8,5,4,0.4444444444444444
circular economy,OpenAIRE,circular economy,OpenAlex,1.0,8,8,7,0.7777777777777778
industry 4.0,OpenAIRE,industry 4.0,OpenAlex,1.0,22,18,15,0.6
diagrammatic reasoning,OpenAlex,diagrammatic reasoning,OpenAIRE,1.0,6,7,5,0.625
learnability,OpenAIRE,learnability,OpenAlex,1.0,12,12,9,0.6
robotic surgery,OpenAlex,robotic surgery,OpenAIRE,1.0,6,3,3,0.5
intraclass correlation,OpenAlex,intraclass correlation,OpenAIRE,1.0,9,8,6,0.5454545454545454
mammography,OpenAlex,mammography,OpenAIRE,1.0,25,20,16,0.5517241379310345
active filter,OpenAIRE,active filter,OpenAlex,1.0,12,12,9,0.6
misinformation,OpenAIRE,misinformation,OpenAlex,1.0,6,9,5,0.5
microphone,OpenAIRE,microphone,OpenAlex,1.0,6,11,6,0.5454545454545454
microphone,OpenAlex,microphone,OpenAIRE,1.0,11,6,6,0.5454545454545454
software requirements specification,OpenAIRE,software requirements specification,OpenAlex,1.0,6,5,4,0.5714285714285714
human resource management,OpenAlex,human resource management,OpenAIRE,1.0,30,38,21,0.4468085106382978
miniaturization,OpenAIRE,miniaturization,OpenAlex,1.0,7,6,4,0.4444444444444444
strategic human resource planning,OpenAIRE,strategic human resource planning,OpenAlex,1.0,6,6,4,0.5
key space,OpenAIRE,key space,OpenAlex,1.0,6,6,4,0.5
key space,OpenAlex,key space,OpenAIRE,1.0,6,6,4,0.5
speculation,OpenAIRE,speculation,OpenAlex,1.0,8,10,6,0.5
stickleback,OpenAlex,stickleback,OpenAIRE,1.0,6,3,3,0.5
binaural recording,OpenAlex,binaural recording,OpenAIRE,1.0,8,5,5,0.625
affective events theory,OpenAIRE,affective events theory,OpenAlex,1.0,12,5,5,0.4166666666666667
continuance,OpenAlex,continuance,OpenAIRE,1.0,6,5,5,0.8333333333333334
inductor,OpenAlex,inductor,OpenAIRE,1.0,7,14,7,0.5
recurrence quantification analysis,OpenAIRE,recurrence quantification analysis,OpenAlex,1.0,6,5,4,0.5714285714285714
approximate entropy,OpenAIRE,approximate entropy,OpenAlex,1.0,10,13,9,0.6428571428571429
ischemia,OpenAlex,ischemia,OpenAIRE,1.0,7,5,4,0.5
pupil,OpenAIRE,pupil,OpenAlex,1.0,6,8,5,0.5555555555555556
pupil,OpenAlex,pupil,OpenAIRE,1.0,8,6,5,0.5555555555555556
aerial image,OpenAlex,aerial image,OpenAIRE,1.0,7,3,3,0.4285714285714285
ankle,OpenAlex,ankle,OpenAIRE,1.0,13,12,9,0.5625
animal ecology,OpenAIRE,animal ecology,OpenAlex,1.0,22,9,9,0.4090909090909091
repeatability,OpenAIRE,repeatability,OpenAlex,1.0,6,6,5,0.7142857142857143
repeatability,OpenAlex,repeatability,OpenAIRE,1.0,6,6,5,0.7142857142857143
metadynamics,OpenAIRE,metadynamics,OpenAlex,1.0,7,7,7,1.0
metadynamics,OpenAlex,metadynamics,OpenAIRE,1.0,7,7,7,1.0
telecommunications link,OpenAIRE,telecommunications link,OpenAlex,1.0,9,18,9,0.5
telecommunications link,OpenAlex,telecommunications link,OpenAIRE,1.0,18,9,9,0.5
cyberspace,OpenAlex,cyberspace,OpenAIRE,1.0,8,4,4,0.5
universe,OpenAIRE,universe,OpenAlex,1.0,6,8,5,0.5555555555555556
universe,OpenAlex,universe,OpenAIRE,1.0,8,6,5,0.5555555555555556
bitmap,OpenAlex,bitmap,OpenAIRE,1.0,7,5,4,0.5
static routing,OpenAIRE,static routing,OpenAlex,1.0,7,10,5,0.4166666666666667
routing protocol,OpenAIRE,routing protocol,OpenAlex,1.0,16,17,10,0.4347826086956521
fluidics,OpenAIRE,fluidics,OpenAlex,1.0,6,7,5,0.625
airfoil,OpenAIRE,airfoil,OpenAlex,1.0,9,9,8,0.8
jet (fluid),OpenAIRE,jet (fluid),OpenAlex,1.0,7,9,5,0.4545454545454545
airfoil,OpenAlex,airfoil,OpenAIRE,1.0,9,9,8,0.8
joins,OpenAlex,joins,OpenAIRE,1.0,14,7,7,0.5
radiation therapy,OpenAIRE,radiation therapy,OpenAlex,1.0,10,12,8,0.5714285714285714
radiation therapy,OpenAlex,radiation therapy,OpenAIRE,1.0,12,10,8,0.5714285714285714
line search,OpenAlex,line search,OpenAIRE,1.0,6,5,4,0.5714285714285714
pronunciation,OpenAIRE,pronunciation,OpenAlex,1.0,8,10,7,0.6363636363636364
collision detection,OpenAIRE,collision detection,OpenAlex,1.0,9,6,5,0.5
collision detection,OpenAlex,collision detection,OpenAIRE,1.0,6,9,5,0.5
symbolic interactionism,OpenAlex,symbolic interactionism,OpenAIRE,1.0,8,12,6,0.4285714285714285
p600,OpenAIRE,p600,OpenAlex,1.0,8,4,4,0.5
work engagement,OpenAIRE,work engagement,OpenAlex,1.0,7,7,6,0.75
work engagement,OpenAlex,work engagement,OpenAIRE,1.0,7,7,6,0.75
grain boundary,OpenAlex,grain boundary,OpenAIRE,1.0,11,10,7,0.5
precuneus,OpenAIRE,precuneus,OpenAlex,1.0,6,5,5,0.8333333333333334
procedural memory,OpenAIRE,procedural memory,OpenAlex,1.0,6,3,3,0.5
firefly algorithm,OpenAIRE,firefly algorithm,OpenAlex,1.0,6,7,5,0.625
firefly algorithm,OpenAlex,firefly algorithm,OpenAIRE,1.0,7,6,5,0.625
propensity score matching,OpenAlex,propensity score matching,OpenAIRE,1.0,17,10,9,0.5
directed evolution,OpenAIRE,directed evolution,OpenAlex,1.0,7,5,5,0.7142857142857143
biopsy,OpenAIRE,biopsy,OpenAlex,1.0,10,7,6,0.5454545454545454
h&e stain,OpenAlex,h&e stain,OpenAIRE,1.0,7,3,3,0.4285714285714285
cooperative adaptive cruise control,OpenAlex,cooperative adaptive cruise control,OpenAIRE,1.0,12,7,7,0.5833333333333334
social semantic web,OpenAIRE,social semantic web,OpenAlex,1.0,13,8,7,0.5
subsidy,OpenAIRE,subsidy,OpenAlex,1.0,8,6,5,0.5555555555555556
subsidy,OpenAlex,subsidy,OpenAIRE,1.0,6,8,5,0.5555555555555556
supercapacitor,OpenAIRE,supercapacitor,OpenAlex,1.0,6,6,5,0.7142857142857143
private information retrieval,OpenAlex,private information retrieval,OpenAIRE,1.0,17,14,9,0.4090909090909091
search analytics,OpenAIRE,search analytics,OpenAlex,1.0,6,4,3,0.4285714285714285
phonotactics,OpenAIRE,phonotactics,OpenAlex,1.0,9,11,9,0.8181818181818182
phonotactics,OpenAlex,phonotactics,OpenAIRE,1.0,11,9,9,0.8181818181818182
brain size,OpenAIRE,brain size,OpenAlex,1.0,11,8,6,0.4615384615384615
femtosecond,OpenAIRE,femtosecond,OpenAlex,1.0,6,7,5,0.625
femtosecond,OpenAlex,femtosecond,OpenAIRE,1.0,7,6,5,0.625
quadtree,OpenAlex,quadtree,OpenAIRE,1.0,7,3,3,0.4285714285714285
projector,OpenAlex,projector,OpenAIRE,1.0,6,6,4,0.5
plasmon,OpenAlex,plasmon,OpenAIRE,1.0,6,4,3,0.4285714285714285
visual servoing,OpenAIRE,visual servoing,OpenAlex,1.0,8,9,7,0.7
visual servoing,OpenAlex,visual servoing,OpenAIRE,1.0,9,8,7,0.7
contouring,OpenAIRE,contouring,OpenAlex,1.0,7,4,4,0.5714285714285714
turing,OpenAlex,turing,OpenAIRE,1.0,8,5,4,0.4444444444444444
photogrammetry,OpenAIRE,photogrammetry,OpenAlex,1.0,20,19,17,0.7727272727272727
photogrammetry,OpenAlex,photogrammetry,OpenAIRE,1.0,19,20,17,0.7727272727272727
hinge loss,OpenAIRE,hinge loss,OpenAlex,1.0,6,11,5,0.4166666666666667
tactile sensor,OpenAIRE,tactile sensor,OpenAlex,1.0,11,15,8,0.4444444444444444
dynamism,OpenAIRE,dynamism,OpenAlex,1.0,14,17,11,0.55
virtuality (gaming),OpenAIRE,virtuality (gaming),OpenAlex,1.0,7,10,6,0.5454545454545454
epileptic seizure,OpenAlex,epileptic seizure,OpenAIRE,1.0,9,8,6,0.5454545454545454
demand chain,OpenAIRE,demand chain,OpenAlex,1.0,6,7,4,0.4444444444444444
automatic target recognition,OpenAIRE,automatic target recognition,OpenAlex,1.0,6,4,4,0.6666666666666666
repetition (rhetorical device),OpenAIRE,repetition (rhetorical device),OpenAlex,1.0,6,10,5,0.4545454545454545
repetition (rhetorical device),OpenAlex,repetition (rhetorical device),OpenAIRE,1.0,10,6,5,0.4545454545454545
champion,OpenAlex,champion,OpenAIRE,1.0,7,4,4,0.5714285714285714
synaptic plasticity,OpenAlex,synaptic plasticity,OpenAIRE,1.0,23,18,13,0.4642857142857143
procurement,OpenAIRE,procurement,OpenAlex,1.0,14,14,11,0.6470588235294118
procurement,OpenAlex,procurement,OpenAIRE,1.0,14,14,11,0.6470588235294118
overdispersion,OpenAIRE,overdispersion,OpenAlex,1.0,6,4,3,0.4285714285714285
query optimization,OpenAlex,query optimization,OpenAIRE,1.0,14,13,9,0.5
amorphous solid,OpenAlex,amorphous solid,OpenAIRE,1.0,10,10,6,0.4285714285714285
mesoderm,OpenAlex,mesoderm,OpenAIRE,1.0,6,4,4,0.6666666666666666
theory of reasoned action,OpenAIRE,theory of reasoned action,OpenAlex,1.0,13,19,12,0.6
theory of reasoned action,OpenAlex,theory of reasoned action,OpenAIRE,1.0,19,13,12,0.6
perirhinal cortex,OpenAlex,perirhinal cortex,OpenAIRE,1.0,6,5,5,0.8333333333333334
heart rate variability,OpenAlex,heart rate variability,OpenAIRE,1.0,13,11,7,0.4117647058823529
stepwise regression,OpenAIRE,stepwise regression,OpenAlex,1.0,14,11,8,0.4705882352941176
gaussian blur,OpenAlex,gaussian blur,OpenAIRE,1.0,7,5,4,0.5
base station,OpenAIRE,base station,OpenAlex,1.0,11,21,11,0.5238095238095238
base station,OpenAlex,base station,OpenAIRE,1.0,21,11,11,0.5238095238095238
mimicry,OpenAlex,mimicry,OpenAIRE,1.0,9,7,5,0.4545454545454545
dicom,OpenAIRE,dicom,OpenAlex,1.0,6,7,6,0.8571428571428571
dicom,OpenAlex,dicom,OpenAIRE,1.0,7,6,6,0.8571428571428571
setpoint,OpenAlex,setpoint,OpenAIRE,1.0,12,6,6,0.5
limit cycle,OpenAIRE,limit cycle,OpenAlex,1.0,13,13,8,0.4444444444444444
limit cycle,OpenAlex,limit cycle,OpenAIRE,1.0,13,13,8,0.4444444444444444
integrated information theory,OpenAIRE,integrated information theory,OpenAlex,1.0,6,3,3,0.5
cosmology,OpenAIRE,cosmology,OpenAlex,1.0,8,15,7,0.4375
family business,OpenAIRE,family business,OpenAlex,1.0,6,10,5,0.4545454545454545
family business,OpenAlex,family business,OpenAIRE,1.0,10,6,5,0.4545454545454545
confusion matrix,OpenAIRE,confusion matrix,OpenAlex,1.0,9,10,8,0.7272727272727273
confusion matrix,OpenAlex,confusion matrix,OpenAIRE,1.0,10,9,8,0.7272727272727273
strategic choice theory,OpenAIRE,strategic choice theory,OpenAlex,1.0,9,6,6,0.6666666666666666
strategic choice theory,OpenAlex,strategic choice theory,OpenAIRE,1.0,6,9,6,0.6666666666666666
ripple,OpenAlex,ripple,OpenAIRE,1.0,14,13,11,0.6875
reservoir computing,OpenAIRE,reservoir computing,OpenAlex,1.0,16,17,14,0.7368421052631579
echo state network,OpenAIRE,echo state network,OpenAlex,1.0,6,6,5,0.7142857142857143
cinahl,OpenAIRE,cinahl,OpenAlex,1.0,6,8,5,0.5555555555555556
sadness,OpenAlex,sadness,OpenAIRE,1.0,12,13,9,0.5625
stylized fact,OpenAlex,stylized fact,OpenAIRE,1.0,12,15,11,0.6875
pleiotropy,OpenAlex,pleiotropy,OpenAIRE,1.0,9,7,6,0.6
ecotourism,OpenAIRE,ecotourism,OpenAlex,1.0,7,3,3,0.4285714285714285
empowerment,OpenAlex,empowerment,OpenAIRE,1.0,16,13,10,0.5263157894736842
mental rotation,OpenAIRE,mental rotation,OpenAlex,1.0,10,10,7,0.5384615384615384
multimethodology,OpenAIRE,multimethodology,OpenAlex,1.0,7,3,3,0.4285714285714285
virtualization,OpenAlex,virtualization,OpenAIRE,1.0,7,4,4,0.5714285714285714
econophysics,OpenAIRE,econophysics,OpenAlex,1.0,6,3,3,0.5
spatial econometrics,OpenAIRE,spatial econometrics,OpenAlex,1.0,9,5,5,0.5555555555555556
evolvability,OpenAIRE,evolvability,OpenAlex,1.0,9,10,6,0.4615384615384615
sharpening,OpenAIRE,sharpening,OpenAlex,1.0,11,14,9,0.5625
sharpening,OpenAlex,sharpening,OpenAIRE,1.0,14,11,9,0.5625
traffic classification,OpenAlex,traffic classification,OpenAIRE,1.0,13,9,8,0.5714285714285714
nearest-neighbor interpolation,OpenAIRE,nearest-neighbor interpolation,OpenAlex,1.0,13,6,6,0.4615384615384615
stairstep interpolation,OpenAIRE,stairstep interpolation,OpenAlex,1.0,7,6,5,0.625
synchronizing,OpenAIRE,synchronizing,OpenAlex,1.0,7,13,7,0.5384615384615384
synchronizing,OpenAlex,synchronizing,OpenAIRE,1.0,13,7,7,0.5384615384615384
skew,OpenAIRE,skew,OpenAlex,1.0,6,11,5,0.4166666666666667
skew,OpenAlex,skew,OpenAIRE,1.0,11,6,5,0.4166666666666667
cultural transmission in animals,OpenAIRE,cultural transmission in animals,OpenAlex,1.0,11,9,6,0.4285714285714285
conservatism,OpenAlex,conservatism,OpenAIRE,1.0,9,4,4,0.4444444444444444
eulerian path,OpenAIRE,eulerian path,OpenAlex,1.0,6,5,5,0.8333333333333334
trait theory,OpenAlex,trait theory,OpenAIRE,1.0,6,3,3,0.5
proportional hazards model,OpenAIRE,proportional hazards model,OpenAlex,1.0,16,16,10,0.4545454545454545
dwell time,OpenAIRE,dwell time,OpenAlex,1.0,7,7,5,0.5555555555555556
dwell time,OpenAlex,dwell time,OpenAIRE,1.0,7,7,5,0.5555555555555556
plasmid,OpenAlex,plasmid,OpenAIRE,1.0,7,3,3,0.4285714285714285
thumb,OpenAIRE,thumb,OpenAlex,1.0,14,10,8,0.5
psycinfo,OpenAIRE,psycinfo,OpenAlex,1.0,11,13,8,0.5
psycinfo,OpenAlex,psycinfo,OpenAIRE,1.0,13,11,8,0.5
cinahl,OpenAlex,cinahl,OpenAIRE,1.0,8,6,5,0.5555555555555556
metabolic network,OpenAIRE,metabolic network,OpenAlex,1.0,6,7,4,0.4444444444444444
metabolic network,OpenAlex,metabolic network,OpenAIRE,1.0,7,6,4,0.4444444444444444
economic rent,OpenAlex,economic rent,OpenAIRE,1.0,6,4,4,0.6666666666666666
partial correlation,OpenAIRE,partial correlation,OpenAlex,1.0,7,8,6,0.6666666666666666
textual entailment,OpenAIRE,textual entailment,OpenAlex,1.0,6,7,4,0.4444444444444444
mistake,OpenAlex,mistake,OpenAIRE,1.0,11,8,7,0.5833333333333334
presupposition,OpenAIRE,presupposition,OpenAlex,1.0,11,9,8,0.6666666666666666
presupposition,OpenAlex,presupposition,OpenAIRE,1.0,9,11,8,0.6666666666666666
superposition principle,OpenAlex,superposition principle,OpenAIRE,1.0,20,15,11,0.4583333333333333
choquet integral,OpenAlex,choquet integral,OpenAIRE,1.0,8,6,5,0.5555555555555556
dissemination,OpenAlex,dissemination,OpenAIRE,1.0,8,8,5,0.4545454545454545
wafer,OpenAlex,wafer,OpenAIRE,1.0,6,4,3,0.4285714285714285
photoactivated localization microscopy,OpenAlex,photoactivated localization microscopy,OpenAIRE,1.0,8,10,6,0.5
evolvability,OpenAlex,evolvability,OpenAIRE,1.0,10,9,6,0.4615384615384615
ripple,OpenAIRE,ripple,OpenAlex,1.0,13,14,11,0.6875
shear (geology),OpenAlex,shear (geology),OpenAIRE,1.0,6,4,4,0.6666666666666666
facial muscles,OpenAIRE,facial muscles,OpenAlex,1.0,10,7,6,0.5454545454545454
facial muscles,OpenAlex,facial muscles,OpenAIRE,1.0,7,10,6,0.5454545454545454
capacitive sensing,OpenAlex,capacitive sensing,OpenAIRE,1.0,12,6,6,0.5
fluorescence-lifetime imaging microscopy,OpenAlex,fluorescence-lifetime imaging microscopy,OpenAIRE,1.0,13,12,8,0.4705882352941176
coreference,OpenAIRE,coreference,OpenAlex,1.0,15,17,13,0.6842105263157895
fallacy,OpenAlex,fallacy,OpenAIRE,1.0,7,6,4,0.4444444444444444
star model,OpenAlex,star model,OpenAIRE,1.0,6,4,3,0.4285714285714285
enthusiasm,OpenAlex,enthusiasm,OpenAIRE,1.0,10,10,6,0.4285714285714285
sequential decoding,OpenAIRE,sequential decoding,OpenAlex,1.0,6,4,3,0.4285714285714285
codec,OpenAIRE,codec,OpenAlex,1.0,6,4,3,0.4285714285714285
saliva,OpenAIRE,saliva,OpenAlex,1.0,7,3,3,0.4285714285714285
fuzzy control language,OpenAlex,fuzzy control language,OpenAIRE,1.0,8,5,4,0.4444444444444444
digital watermarking alliance,OpenAlex,digital watermarking alliance,OpenAIRE,1.0,8,7,5,0.5
approximate entropy,OpenAlex,approximate entropy,OpenAIRE,1.0,13,10,9,0.6428571428571429
poverty,OpenAlex,poverty,OpenAIRE,1.0,22,19,12,0.4137931034482758
taguchi methods,OpenAIRE,taguchi methods,OpenAlex,1.0,8,6,6,0.75
taguchi methods,OpenAlex,taguchi methods,OpenAIRE,1.0,6,8,6,0.75
vocational education,OpenAIRE,vocational education,OpenAlex,1.0,8,4,4,0.5
homodyne detection,OpenAlex,homodyne detection,OpenAIRE,1.0,8,4,4,0.5
